999	SISTEMA FINANCIERO
811000000	 9964479094873,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 6091475181010,00	
811200100	 5253016685243,00	
811200101	 4955069981722,00	
811200102	 0240207920637,00	
811200103	 0057738782884,00	
811200104	 0000000000000,00	
811200600	 0056996648970,00	
811200700	 0042516616268,00	
811200800	 0015923684406,00	
811200900	 0007273235038,00	
811201000	 0412831497680,00	
811201100	 0274441219507,00	
811201200	 0028475593898,00	
811300000	 2654404164152,00	
811300100	 0059372197166,00	
811300200	 0122956687923,00	
811300300	 0001874062158,00	
811300400	 2414277529163,00	
811300500	 0011535209140,00	
811300600	 0044388478602,00	
811400000	 1218599749711,00	
811400100	 0931715184281,00	
811400200	 0036855307307,00	
811400300	 0247387984137,00	
811400400	 0000030180790,00	
811400500	 0002611093196,00	
812000000	 4092682539268,00	
812100000	 0000010189238,00	
812100100	 0000010189238,00	
812100200	 0000000000000,00	
812200000	 2747315072510,00	
812200100	 2119355027967,00	
812200101	 1956302827942,00	
812200102	 0115692099427,00	
812200103	 0047360100598,00	
812200104	 0000000000000,00	
812200600	 0189681702612,00	
812200700	 0002557121303,00	
812200800	 0008428623157,00	
812200900	 0000249392615,00	
812201000	 0109167750812,00	
812201100	 0301700909619,00	
812201200	 0016174544425,00	
812300000	 0960158803324,00	
812300100	 0016423860208,00	
812300200	 0031899509606,00	
812300300	 0000788231353,00	
812300400	 0861452878255,00	
812300500	 0038225187621,00	
812300600	 0011369136281,00	
812400000	 0385198474196,00	
812400100	 0302566773480,00	
812400200	 0002738238528,00	
812400300	 0076352604931,00	
812400400	 0000050534902,00	
812400500	 0003490322355,00	
813000000	 0141756178143,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0062681427093,00	
813200100	 0045778953351,00	
813200101	 0038871446535,00	
813200102	 0005432434333,00	
813200103	 0001475072483,00	
813200104	 0000000000000,00	
813200600	 0000251141662,00	
813200700	 0001181013011,00	
813200800	 0001024216117,00	
813200900	 0003124687354,00	
813201000	 0002757592704,00	
813201100	 0006161179903,00	
813201200	 0002402642991,00	
813300000	 0007429885364,00	
813300100	 0000154038009,00	
813300200	 0000385961320,00	
813300300	 0000016368453,00	
813300400	 0005800246859,00	
813300500	 0000156955716,00	
813300600	 0000916315007,00	
813400000	 0071644865686,00	
813400100	 0040790668925,00	
813400200	 0004092081684,00	
813400300	 0026080259660,00	
813400400	 0000000000000,00	
813400500	 0000681855417,00	
814000000	 0041561994562,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0012382429715,00	
814200100	 0007787604163,00	
814200101	 0006179804635,00	
814200102	 0000427232987,00	
814200103	 0001180566541,00	
814200104	 0000000000000,00	
814200600	 0000038265216,00	
814200700	 0000140266419,00	
814200800	 0000039028378,00	
814200900	 0000529078378,00	
814201000	 0000948400783,00	
814201100	 0002362003038,00	
814201200	 0000537783340,00	
814300000	 0005475810627,00	
814300100	 0000258001952,00	
814300200	 0000172942711,00	
814300300	 0000000000000,00	
814300400	 0004923291871,00	
814300500	 0000010637032,00	
814300600	 0000110937061,00	
814400000	 0023703754220,00	
814400100	 0013379071192,00	
814400200	 0001028876110,00	
814400300	 0009199782637,00	
814400400	 0000006260141,00	
814400500	 0000089764140,00	
821000000	 225240169018350,00	
821100000	 1898719831679,00	
821100100	 0000000000000,00	
821100200	 1898719831679,00	
821200000	 127152973798454,00	
821200100	 103199836607751,00	
821200101	 85989964697434,00	
821200102	 7231933817576,00	
821200103	 9670110987663,00	
821200104	 0307827105078,00	
821200600	 8129944857401,00	
821200700	 0882016950685,00	
821200800	 0272989076590,00	
821200900	 3058913632185,00	
821201000	 8588368824219,00	
821201100	 2839902493417,00	
821201200	 0181001356206,00	
821300000	 69291477923355,00	
821300100	 0467192715751,00	
821300200	 4642623232194,00	
821300300	 8677984609765,00	
821300400	 54514442970147,00	
821300500	 0338505304890,00	
821300600	 0650729090608,00	
821400000	 26896997464862,00	
821400100	 15712279459745,00	
821400200	 0754318983909,00	
821400300	 10349862876355,00	
821400400	 0004789121739,00	
821400500	 0075747023114,00	
831000000	 63803162563380,00	
831100000	 2744296444151,00	
831100100	 1086203745243,00	
831100200	 1658092698908,00	
831200000	 2037187135422,00	
831300000	 0010373141659,00	
831500000	 10945927550369,00	
831500100	 8528163216058,00	
831500200	 2417764334311,00	
831600000	 38258966906442,00	
831600100	 4429225098949,00	
831600200	 6346091217261,00	
831600300	 6333922994915,00	
831600400	 21149727595317,00	
831600500	 0000000000000,00	
831700000	 6349130101398,00	
831700100	 4067179220877,00	
831700200	 0369540031587,00	
831700300	 0769423207486,00	
831700400	 1142987641448,00	
831700500	 0000000000000,00	
831800000	 3406031891279,00	
831800100	 1442085406230,00	
831800200	 1963946485049,00	
831900000	 0051249392660,00	
832000000	 10310737451896,00	
832100000	 0748097786442,00	
832100100	 0349862224166,00	
832100200	 0398235562276,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 2850120550652,00	
832500100	 0499460316016,00	
832500200	 0000000000000,00	
832500300	 2350660234636,00	
832700000	 6712519114802,00	
832700100	 4440022313664,00	
832700101	 0007489973086,00	
832700102	 4343904918101,00	
832700103	 0088592341662,00	
832700104	 0000035080815,00	
832700200	 2272496801138,00	
832700201	 0000000000000,00	
832700202	 2272496801138,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 78587655349949,00	
833050000	 8214246399443,00	
833050100	 0244354836341,00	
833050200	 7969891563102,00	
833100000	 32175795752915,00	
833200000	 17325547952238,00	
833300000	 20872065245353,00	
833300100	 19924534151934,00	
833300200	 0000866170563,00	
833300300	 0946664922856,00	
833350000	 0000021437042,00	
833360000	 0000047569728,00	
833370000	 0000000000000,00	
833380000	 0000127565769,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0529474697149,00	
833500100	 0169691618550,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0129733757040,00	
833500500	 0000000000000,00	
833500600	 0230049321559,00	
833500700	 0000000000000,00	
841000000	 15193615201075,00	
841000100	 0313012584519,00	
841000200	 0198954465929,00	
841000300	 0000000000000,00	
841000400	 0116202161743,00	
841000500	 0098783086400,00	
841000600	 14466216856580,00	
